category,sku,descripcion,price,stock,old_price,price_delta,last_seen,status,category_old,familia,marca,discount,ref,processed_description,entities,category_homol
Audifonos,CA-9011180-NA,"Corsair Audífonos Gamer Virtuoso RGB Wireless SE 7.1, Inalámbrico, USB + 3.5mm, Negro/Plata",3729.0,0.0,3729.0,0.0,20251004 18:54,active,,,,,,corsair audifonos gamer virtuoso rgb wireless 7 1 inalambrico usb 3 5mm negro plata,"{'BRAND': ['corsair'], 'CATEGORY': ['audifonos'], 'SERIES': ['virtuoso rgb wireless 7 1'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro plata']}",HEADPHONE
Audifonos,CA-9011211-NA,"Corsair Audífonos con Micrófono HS70 PRO 7.1, Inalámbrico, Carbon",1589.0,0.0,1589.0,0.0,20251004 18:54,active,,,,,,corsair audifonos microfono hs70 pro 7 1 inalambrico carbon,"{'BRAND': ['corsair'], 'CATEGORY': ['audifonos'], 'SERIES': ['hs70 pro 7 1'], 'WIRE_LESS': ['inalambrico']}",HEADPHONE
Audifonos,NA-0317,"Naceb Audífonos Gamer Black Mamba, Alámbrico, 2 Metros, 3.5mm, Negro",231.0,0.0,231.0,0.0,20251004 18:54,active,,,,,,naceb audifonos gamer black mamba alambrico 2 metros 3 5mm negro,"{'BRAND': ['naceb'], 'CATEGORY': ['audifonos'], 'SERIES': ['black mamba'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,981-000755,"Logitech Audífonos Gamer G332, Alámbrico, 2 Metros, 3.5mm, Negro/Rojo",1449.0,0.0,1449.0,0.0,20251004 18:54,active,,,,,,logitech audifonos gamer g332 alambrico 2 metros 3 5mm negro rojo,"{'BRAND': ['logitech'], 'CATEGORY': ['audifonos'], 'SERIES': ['g332'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro rojo']}",HEADPHONE
Audifonos,981-000667,"Logitech Audífonos Gamer G433 7.1 para Xbox/PS4/Nintendo Switch, Alámbrico, 2 Metros, 3.5mm, Negro",1429.0,0.0,1429.0,0.0,20250928 09:13,active,,,,,,logitech audifonos gamer g433 7 1 xbox ps4 nintendo switch alambrico 2 metros 3 5mm negro,"{'BRAND': ['logitech'], 'CATEGORY': ['audifonos'], 'SERIES': ['g433 7 1'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,HX-HSCS-BK/LA,"HyperX Audífonos Gamer Cloud Stinger Gaming para PC y Consolas, Alámbrico, 1.3 Metros + 1.7 Metros de Extensión, 3.5mm, Negro/Rojo",1279.0,0.0,1279.0,0.0,20251004 18:54,active,,,,,,hyperx audifonos gamer cloud stinger gaming pc consolas alambrico 1 3 metros 1 7 metros extension 3 5mm negro rojo,"{'BRAND': ['hyperx'], 'CATEGORY': ['audifonos'], 'SERIES': ['cloud stinger'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro rojo']}",HEADPHONE
Audifonos,4P5J8AA,"HyperX Audífonos Gamer Cloud Stinger Core, Alámbrico, 1.3 Metros, 3.5mm, Negro/Azul",461.0,0.0,461.0,0.0,20251004 18:54,active,,,,,,hyperx audifonos gamer cloud stinger core alambrico 1 3 metros 3 5mm negro azul,"{'BRAND': ['hyperx'], 'CATEGORY': ['audifonos'], 'SERIES': ['cloud stinger core'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro azul']}",HEADPHONE
Audifonos,JBLT510BTBLKAM,"JBL Audífonos con Micrófono Tune 510BT, Bluetooth, Inalámbrico, Negro",539.0,1.0,539.0,0.0,20251004 18:54,active,,,,,,jbl audifonos microfono tune 510bt bluetooth inalambrico negro,"{'BRAND': ['jbl'], 'CATEGORY': ['audifonos'], 'SERIES': ['tune 510bt'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,‎S6CAW-R740,"Skullcandy Audífonos Crusher ANC 2, Bluetooth, Inalámbrico, USB-C, Negro",4199.0,0.0,4199.0,0.0,20251004 18:54,active,,,,,,skullcandy audifonos crusher anc 2 bluetooth inalambrico usb c negro,"{'BRAND': ['skullcandy'], 'CATEGORY': ['audifonos'], 'SERIES': ['crusher anc 2'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,NBAB042400,"Necnon Audífonos con Micrófono NBAB042400, Bluetooth, Inalámbrico, 3.5mm, Negro",187.0,9.0,187.0,0.0,20251004 18:54,active,,,,,,necnon audifonos microfono nbab042400 bluetooth inalambrico 3 5mm negro,"{'BRAND': ['necnon'], 'CATEGORY': ['audifonos'], 'SERIES': ['nbab042400'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,MUW03BE/A,"Beats by Dr. Dre Audífonos Solo Buds, Bluetooth, Inalámbrico, Rojo",1579.0,0.0,1579.0,0.0,20251004 18:54,active,,,,,,beats by dr dre audifonos solo buds bluetooth inalambrico rojo,"{'BRAND': ['beats'], 'CATEGORY': ['audifonos'], 'SERIES': ['solo buds'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['rojo']}",HEADPHONE
Audifonos,HHSS1C-BA-BK/G,"HyperX Audífonos Gamer Cloud Stinger Core 7.1, RF Inalámbrico, Negro",1899.0,0.0,1899.0,0.0,20250926 23:13,active,,,,,,hyperx audifonos gamer cloud stinger core 7 1 rf inalambrico negro,"{'BRAND': ['hyperx'], 'CATEGORY': ['audifonos'], 'SERIES': ['cloud stinger'], 'CPU': ['core 7 1'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,PC-117001,"Perfect Choice Audífonos con Micrófono PC-117001, Bluetooth, Inalámbrico, Negro",419.0,0.0,419.0,0.0,20251004 18:54,active,,,,,,perfect choice audifonos microfono pc 117001 bluetooth inalambrico negro,"{'BRAND': ['perfect choice'], 'CATEGORY': ['audifonos'], 'SERIES': ['117001'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,H510-RGB,"Redragon Audífonos Gamer Zeus X H510 7.1 para PC/PS4/Nintendo Switch, Alámbrico, 3.5mm/USB, Negro",1209.0,0.0,1209.0,0.0,20251004 18:54,active,,,,,,redragon audifonos gamer zeus x h510 7 1 pc ps4 nintendo switch alambrico 3 5mm usb negro,"{'BRAND': ['redragon'], 'CATEGORY': ['audifonos'], 'SERIES': ['zeus x h510 7 1'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,4P5L3AA,"HyperX Audífonos Gamer Cloud Alpha S 7.1, Alámbrico, 1 Metro, 3.5mm, Negro/Azul",2679.0,0.0,2679.0,0.0,20251004 18:54,active,,,,,,hyperx audifonos gamer cloud alpha s 7 1 alambrico 1 metro 3 5mm negro azul,"{'BRAND': ['hyperx'], 'CATEGORY': ['audifonos'], 'SERIES': ['cloud alpha s 7 1'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro azul']}",HEADPHONE
Audifonos,LA-927277,"LFAcoustics Audífonos Aura, Bluetooth, Inalámbrico, 3.5mm, Azul/Blanco",272.0,0.0,272.0,0.0,20251004 18:54,active,,,,,,lfacoustics audifonos aura bluetooth inalambrico 3 5mm azul blanco,"{'BRAND': ['lfacoustics'], 'CATEGORY': ['audifonos'], 'SERIES': ['aura'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['azul blanco']}",HEADPHONE
Audifonos,GH-2100,"Getttech Audífonos con Micrófono Stream, Alámbrico, 1.5 Metros, 3.5mm, Negro/Rojo",188.0,0.0,188.0,0.0,20251004 18:54,active,,,,,,getttech audifonos microfono stream alambrico 1 5 metros 3 5mm negro rojo,"{'BRAND': ['getttech'], 'CATEGORY': ['audifonos'], 'SERIES': ['stream'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro rojo']}",HEADPHONE
Audifonos,509144,"Sennheiser Audífonos HD 560s, Alámbrico, 3 Metros, 6.35/3.5mm, Negro",5239.0,0.0,5239.0,0.0,20251004 18:54,active,,,,,,sennheiser audifonos hd 560s alambrico 3 metros 6 35 3 5mm negro,"{'BRAND': ['sennheiser'], 'CATEGORY': ['audifonos'], 'SERIES': ['hd 560s'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,8X230AA,"Poly Audífonos con Micrófono 8X230AA, Alámbrico, USB-C, Negro/Rojo",1669.0,0.0,1669.0,0.0,20251004 18:54,active,,,,,,poly audifonos microfono 8x230aa alambrico usb c negro rojo,"{'BRAND': ['poly'], 'CATEGORY': ['audifonos'], 'SERIES': ['8x230aa'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro rojo']}",HEADPHONE
Audifonos,NBHG-VIPER/BL,"Necnon Audífonos Gamer NBHG-VIPER, Alámbrico, 2.1 Metros, 3.5mm, Negro/Azul",312.0,0.0,312.0,0.0,20251004 18:54,active,,,,,,necnon audifonos gamer nbhg viper alambrico 2 1 metros 3 5mm negro azul,"{'BRAND': ['necnon'], 'CATEGORY': ['audifonos'], 'SERIES': ['nbhg viper'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro azul']}",HEADPHONE
Audifonos,NA-589AZ,"Naceb Audífonos NA-589AZ, Alámbrico, 2 Metros, 3.5mm, Azul",86.0,68.0,86.0,0.0,20251004 18:54,active,,,,,,naceb audifonos na 589az alambrico 2 metros 3 5mm azul,"{'BRAND': ['naceb'], 'CATEGORY': ['audifonos'], 'SERIES': ['na 589az'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['azul']}",HEADPHONE
Audifonos,JBLT720BTPUR,"JBL Audífonos con Micrófono Tune 720BT, Bluetooth, Inalámbrico, USB-C, Morado",829.0,0.0,829.0,0.0,20250921 09:13,active,,,,,,jbl audifonos microfono tune 720bt bluetooth inalambrico usb c morado,"{'BRAND': ['jbl'], 'CATEGORY': ['audifonos'], 'SERIES': ['tune 720bt'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['morado']}",HEADPHONE
Audifonos,4P5K0AA,"HyperX Audífonos Gamer Cloud Stinger para PS4, Alámbrico, 3.5mm, Negro/Azul",999.0,0.0,999.0,0.0,20251004 18:54,active,,,,,,hyperx audifonos gamer cloud stinger ps4 alambrico 3 5mm negro azul,"{'BRAND': ['hyperx'], 'CATEGORY': ['audifonos'], 'SERIES': ['cloud stinger'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro azul']}",HEADPHONE
Audifonos,MUVW3BE/A,"Apple Audífonos Solo Buds, Bluetooth, Inalámbrico, Negro",1599.0,0.0,1599.0,0.0,20251004 18:54,active,,,,,,apple audifonos solo buds bluetooth inalambrico negro,"{'BRAND': ['apple'], 'CATEGORY': ['audifonos'], 'SERIES': ['solo buds'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,700176,"Sennheiser Audífonos con Micrófono ACCENTUM Plus Wireless, Bluetooth, Inalámbrico, USB-C, Negro",3439.0,50.0,3439.0,0.0,20251004 18:54,active,,,,,,sennheiser audifonos microfono accentum plus wireless bluetooth inalambrico usb c negro,"{'BRAND': ['sennheiser'], 'CATEGORY': ['audifonos'], 'SERIES': ['accentum plus wireless'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,JBLT520BTPUR,"JBL Audífonos con Micrófono Tune 520BT, Bluetooth, Inalámbrico, USB-C, Morado",559.0,0.0,559.0,0.0,20251004 18:54,active,,,,,,jbl audifonos microfono tune 520bt bluetooth inalambrico usb c morado,"{'BRAND': ['jbl'], 'CATEGORY': ['audifonos'], 'SERIES': ['tune 520bt'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['morado']}",HEADPHONE
Audifonos,4P5J9AA,"HyperX Audífonos Gamer CloudX Stinger Core para Xbox, Alámbrico, 1.3 Metros, 3.5mm, Negro/Verde",799.0,0.0,799.0,0.0,20251004 18:54,active,,,,,,hyperx audifonos gamer cloudx stinger core xbox alambrico 1 3 metros 3 5mm negro verde,"{'BRAND': ['hyperx'], 'CATEGORY': ['audifonos'], 'SERIES': ['cloudx stinger core xbox'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro verde']}",HEADPHONE
Audifonos,4XD1Q30302,"Lenovo Audífonos con Micrófono Wireless Stereo Headset, Bluetooth, Inalámbrico, USB-C, Negro",1249.0,80.0,1249.0,0.0,20251004 18:54,active,,,,,,lenovo audifonos microfono wireless stereo headset bluetooth inalambrico usb c negro,"{'BRAND': ['lenovo'], 'CATEGORY': ['audifonos'], 'SERIES': ['wireless stereo headset'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,509267,"Sennheiser Audífonos con Micrófono Momentum, Bluetooth, Inalámbrico, USB-C, Blanco",7109.0,39.0,7109.0,0.0,20251004 18:54,active,,,,,,sennheiser audifonos microfono momentum bluetooth inalambrico usb c blanco,"{'BRAND': ['sennheiser'], 'CATEGORY': ['audifonos'], 'SERIES': ['momentum'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['blanco']}",HEADPHONE
Audifonos,WH-CH520-ROSA,"Sony Audífonos con Micrófono WH-CH520, Bluetooth, Inalámbrico, USB, Rosa",799.0,0.0,799.0,0.0,20250928 09:13,active,,,,,,sony audifonos microfono wh ch520 bluetooth inalambrico usb rosa,"{'BRAND': ['sony'], 'CATEGORY': ['audifonos'], 'SERIES': ['wh ch520'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['rosa']}",HEADPHONE
Audifonos,AUD005BTBLK,"Belkin Audífonos con Micrófono Soundform Adapt, Bluetooth, Alámbrico/Inalámbrico, USB, Negro",1329.0,0.0,1329.0,0.0,20251004 18:54,active,,,,,,belkin audifonos microfono soundform adapt bluetooth alambrico inalambrico usb negro,"{'BRAND': ['belkin'], 'CATEGORY': ['audifonos'], 'SERIES': ['soundform adapt'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,509280,"Sennheiser Audífonos con Micrófono HD 450SE, Bluetooth, Inalámbrico, USB-C, Negro",2589.0,0.0,2589.0,0.0,20251004 18:54,active,,,,,,sennheiser audifonos microfono hd 450se bluetooth inalambrico usb c negro,"{'BRAND': ['sennheiser'], 'CATEGORY': ['audifonos'], 'SERIES': ['hd 450se'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,8.10046E+11,"Skullcandy Audífonos Gamer SLYR Pro para PlayStation/Xbox One/Nintendo Switch/PC/MAC/Smartphone, Inalámbrico, USB, Negro/Verde",2509.0,0.0,2509.0,0.0,20250915 04:28,active,,,,,,skullcandy audifonos gamer slyr pro playstation xbox one nintendo switch pc mac smartphone inalambrico usb negro verde,"{'BRAND': ['skullcandy'], 'CATEGORY': ['audifonos'], 'SERIES': ['slyr pro'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,7S445AA,"Poly Audífonos con Micrófono Savi 8210, Bluetooth, Inalámbrico, USB-C, Negro",4779.0,0.0,4779.0,0.0,20251004 18:54,active,,,,,,poly audifonos microfono savi 8210 bluetooth inalambrico usb c negro,"{'BRAND': ['poly'], 'CATEGORY': ['audifonos'], 'SERIES': ['savi 8210'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,8.10046E+11,"Skullcandy Audífonos Gamer SLYR Pro para PlayStation/Xbox One/Nintendo Switch/PC/MAC/Smartphone, Inalámbrico, USB, Blanco/Azul",2509.0,0.0,2509.0,0.0,20250915 04:28,active,,,,,,skullcandy audifonos gamer slyr pro playstation xbox one nintendo switch pc mac smartphone inalambrico usb blanco azul,"{'BRAND': ['skullcandy'], 'CATEGORY': ['audifonos'], 'SERIES': ['slyr pro'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['blanco', 'azul']}",HEADPHONE
Audifonos,55037988,"Huawei Audífonos con Micrófono Freebuds SE 3, Bluetooth, Inalámbrico, USB-C, Negro",1189.0,3.0,1189.0,0.0,20251004 18:54,active,,,,,,huawei audifonos microfono freebuds 3 bluetooth inalambrico usb c negro,"{'BRAND': ['huawei'], 'CATEGORY': ['audifonos'], 'SERIES': ['freebuds 3'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,AUD006btLV,"Belkin Audífonos con Micrófono SoundForm Inspire, Bluetooth, Alámbrico/Inalámbrico, USB-C, Blanco/Lila",949.0,0.0,949.0,0.0,20251004 18:54,active,,,,,,belkin audifonos microfono soundform inspire bluetooth alambrico inalambrico usb c blanco lila,"{'BRAND': ['belkin'], 'CATEGORY': ['audifonos'], 'SERIES': ['soundform inspire'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['blanco', 'lila']}",HEADPHONE
Audifonos,AUD006btBLK,"Belkin Audífonos con Micrófono SoundForm Inspire, Bluetooth, Alámbrico/Inalámbrico, USB-C, Negro",949.0,0.0,949.0,0.0,20251004 18:54,active,,,,,,belkin audifonos microfono soundform inspire bluetooth alambrico inalambrico usb c negro,"{'BRAND': ['belkin'], 'CATEGORY': ['audifonos'], 'SERIES': ['soundform inspire'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,KNH-750BL,"Klip Xtreme Audífonos con Micrófono KNH-750BL, Bluetooth, Alámbrico/Inalámbrico, USB-C, Azul",1969.0,0.0,1969.0,0.0,20251004 18:54,active,,,,,,klip xtreme audifonos microfono knh 750bl bluetooth alambrico inalambrico usb c azul,"{'BRAND': ['klip xtreme'], 'CATEGORY': ['audifonos'], 'SERIES': ['knh 750bl'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['azul']}",HEADPHONE
Audifonos,JBLQ100PWHTBLUAM,"JBL Audífonos Gamer Quantum 100P Console para Xbox One/Xbox Series X|S/Nintendo Switch/PC/Smartphone, Alámbrico, 3.5mm, Blanco",879.0,0.0,879.0,0.0,20250921 09:13,active,,,,,,jbl audifonos gamer quantum 100p console xbox one xbox series x s nintendo switch pc smartphone alambrico 3 5mm blanco,"{'BRAND': ['jbl'], 'CATEGORY': ['audifonos'], 'SERIES': ['quantum 100p'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['blanco']}",HEADPHONE
Audifonos,NCAB050300,"Necnon Audífonos con Micrófono NBH-05, Bluetooth, Alámbrico/Inalámbrico, 3.5mm, Azul",242.0,10.0,242.0,0.0,20251004 18:54,active,,,,,,necnon audifonos microfono nbh 05 bluetooth alambrico inalambrico 3 5mm azul,"{'BRAND': ['necnon'], 'CATEGORY': ['audifonos'], 'SERIES': ['nbh 05'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['azul']}",HEADPHONE
Audifonos,8.10145E+11,"Skullcandy Audífonos con Micrófono Crusher ANC 2, Bluetooth, Alámbrico/Inalámbrico, USB, Gris",4199.0,0.0,4199.0,0.0,20250915 04:28,active,,,,,,skullcandy audifonos microfono crusher anc 2 bluetooth alambrico inalambrico usb gris,"{'BRAND': ['skullcandy'], 'CATEGORY': ['audifonos'], 'SERIES': ['crusher anc 2'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['gris']}",HEADPHONE
Audifonos,S6KBW-R740,"Skullcandy Audífonos con Micrófono Grom On-Ear, Bluetooth, Inalámbrico, 3.5mm, Negro",709.0,144.0,709.0,0.0,20251004 18:54,active,,,,,,skullcandy audifonos microfono grom on ear bluetooth inalambrico 3 5mm negro,"{'BRAND': ['skullcandy'], 'CATEGORY': ['audifonos'], 'SERIES': ['grom on ear'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,MDR-ZX310/W,"Sony Audífonos MDR-ZX310, Alámbrico, 1.2 Metros, Blanco",436.0,0.0,436.0,0.0,20251004 18:54,active,,,,,,sony audifonos mdr zx310 alambrico 1 2 metros blanco,"{'BRAND': ['sony'], 'CATEGORY': ['audifonos'], 'SERIES': ['mdr zx310'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['blanco']}",HEADPHONE
Audifonos,JBLTOURONEM2BAM,"JBL Audífonos con Micrófono Tour One M2, Bluetooth, Alámbrico/Inalámbrico, USB-C, Negro",2879.0,0.0,2879.0,0.0,20251004 18:54,active,,,,,,jbl audifonos microfono tour one m2 bluetooth alambrico inalambrico usb c negro,"{'BRAND': ['jbl'], 'CATEGORY': ['audifonos'], 'SERIES': ['tour one m2'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,6699-833-309,"Jabra Audífonos con Micrófono Evolve 65 TE MS Stereo, Bluetooth, Alámbrico/Inalámbrico, USB, Negro",4739.0,0.0,4739.0,0.0,20251004 18:54,active,,,,,,jabra audifonos microfono evolve 65 ms stereo bluetooth alambrico inalambrico usb negro,"{'BRAND': ['jabra'], 'CATEGORY': ['audifonos'], 'SERIES': ['evolve 65 ms stereo'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,981-001310,"Logitech Audífonos con Micrófono 981-001310, Bluetooth, Alámbrico/Inalámbrico, USB-C, Gris",8329.0,6.0,8329.0,0.0,20251004 18:54,active,,,,,,logitech audifonos microfono 981 001310 bluetooth alambrico inalambrico usb c gris,"{'BRAND': ['logitech'], 'CATEGORY': ['audifonos'], 'SERIES': ['981 001310'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['gris']}",HEADPHONE
Audifonos,51EF0960AA000,"Creative Labs Audífonos con Micrófono HS-720 V2, Alámbrico, USB, Negro",599.0,13.0,599.0,0.0,20251004 18:54,active,,,,,,creative labs audifonos microfono hs 720 v2 alambrico usb negro,"{'BRAND': ['creative labs'], 'CATEGORY': ['audifonos'], 'SERIES': ['hs 720 v2'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,51EF1140AA000,"Creative Labs Audífonos con Micrófono Zen Hybrid 2, Bluetooth, Alámbrico/Inalámbrico, USB-C, Blanco",1219.0,32.0,1219.0,0.0,20251004 18:54,active,,,,,,creative labs audifonos microfono zen hybrid 2 bluetooth alambrico inalambrico usb c blanco,"{'BRAND': ['creative labs'], 'CATEGORY': ['audifonos'], 'SERIES': ['zen hybrid 2'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['blanco']}",HEADPHONE
Audifonos,51EF1140AA001,"Creative Labs Audífonos con Micrófono Zen Hybrid 2, Bluetooth, Alámbrico/Inalámbrico, USB-C, Negro",1219.0,2.0,1219.0,0.0,20251004 18:54,active,,,,,,creative labs audifonos microfono zen hybrid 2 bluetooth alambrico inalambrico usb c negro,"{'BRAND': ['creative labs'], 'CATEGORY': ['audifonos'], 'SERIES': ['zen hybrid 2'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,25255,"Ugreen Audífonos con Micrófono HiTune Max5, Bluetooth, Inalámbrico, Negro",1839.0,0.0,1839.0,0.0,20251004 18:54,active,,,,,,ugreen audifonos microfono hitune max5 bluetooth inalambrico negro,"{'BRAND': ['ugreen'], 'CATEGORY': ['audifonos'], 'SERIES': ['hitune max5'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,VT-NBBB0,"Wiko Audífonos con Micrófono NBBB0, Bluetooth, Inalámbrico, Negro",659.0,0.0,659.0,0.0,20251004 18:54,active,,,,,,wiko audifonos microfono nbbb0 bluetooth inalambrico negro,"{'BRAND': ['wiko'], 'CATEGORY': ['audifonos'], 'SERIES': ['nbbb0'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,NCAGVI02SI,"Necnon Audífonos Gamer NBHG-VIPER, Alámbrico, 2 Metros, 3.5mm, Negro/Rojo",312.0,0.0,312.0,0.0,20251004 18:54,active,,,,,,necnon audifonos gamer nbhg viper alambrico 2 metros 3 5mm negro rojo,"{'BRAND': ['necnon'], 'CATEGORY': ['audifonos'], 'SERIES': ['nbhg viper'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro rojo']}",HEADPHONE
Audifonos,NCAGVI13SI,"Necnon Audífonos Gamer NBHG-VIPER, Alámbrico, 2 Metros, 3.5mm, Negro/Morado",216.0,4.0,216.0,0.0,20251004 18:54,active,,,,,,necnon audifonos gamer nbhg viper alambrico 2 metros 3 5mm negro morado,"{'BRAND': ['necnon'], 'CATEGORY': ['audifonos'], 'SERIES': ['nbhg viper'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro morado']}",HEADPHONE
Audifonos,NBAB042500,"Necnon Audífonos con Micrófono NBH-04, Bluetooth, Inalámbrico, USB, Negro/Rojo",187.0,9.0,187.0,0.0,20251004 18:54,active,,,,,,necnon audifonos microfono nbh 04 bluetooth inalambrico usb negro rojo,"{'BRAND': ['necnon'], 'CATEGORY': ['audifonos'], 'SERIES': ['nbh 04'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro rojo']}",HEADPHONE
Audifonos,AUD-7630NE,"Steren Audífonos con Micrófono AUD-7630, Bluetooth, Inalámbrico/Alámbrico, 3.5mm, Negro",326.0,0.0,326.0,0.0,20251004 18:54,active,,,,,,steren audifonos microfono aud 7630 bluetooth inalambrico alambrico 3 5mm negro,"{'BRAND': ['steren'], 'CATEGORY': ['audifonos'], 'SERIES': ['aud 7630'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,981-001151,"Logitech Audífonos con Micrófono Zone Wireless 2, Bluetooth, Inalámbrico, USB, Grafito",7499.0,31.0,7499.0,0.0,20251004 18:54,active,,,,,,logitech audifonos microfono zone wireless 2 bluetooth inalambrico usb grafito,"{'BRAND': ['logitech'], 'CATEGORY': ['audifonos'], 'SERIES': ['zone wireless 2'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['grafito']}",HEADPHONE
Audifonos,K83452WW,"Kensington Audífonos con Micrófono H3000, Inalámbrico, Bluetooth, USB-C, Negro",2369.0,0.0,2369.0,0.0,20251004 18:54,active,,,,,,kensington audifonos microfono h3000 inalambrico bluetooth usb c negro,"{'BRAND': ['kensington'], 'CATEGORY': ['audifonos'], 'SERIES': ['h3000'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,61606,"SteelSeries Audífonos Gamer con Micrófono Arctis Nova 1, Alámbrico, 1.2 Metros, 3.5mm, Negro",1539.0,3.0,1539.0,0.0,20251004 18:54,active,,,,,,steelseries audifonos gamer microfono arctis nova 1 alambrico 1 2 metros 3 5mm negro,"{'BRAND': ['steelseries'], 'CATEGORY': ['audifonos'], 'SERIES': ['arctis nova 1'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",HEADPHONE
Audifonos,HPB-300-K,"Vorago Audífonos con Micrófono RGB HPB-300-K, Bluetooth/3.5m, Inalámbrico, Rosa/Blanco",241.0,0.0,241.0,0.0,20251004 18:54,active,,,,,,vorago audifonos microfono rgb hpb 300k bluetooth 3 5m inalambrico rosa blanco,"{'BRAND': ['vorago'], 'CATEGORY': ['audifonos'], 'SERIES': ['rgb hpb 300k'], 'WIRE_LESS': ['inalambrico'], 'COLOR': ['rosa', 'blanco']}",HEADPHONE
Audifonos,HP-312,"STF Audífonos Gamer Xtrike Me HP-312, Alámbrico, 1.8 Metros, 3.5mm, Negro",196.0,0.0,196.0,0.0,20250928 09:13,active,,,,,,stf audifonos gamer xtrike hp 312 alambrico 1 8 metros 3 5mm negro,"{'BRAND': ['stf'], 'CATEGORY': ['audifonos'], 'SERIES': ['xtrike hp 312'], 'WIRE_LESS': ['alambrico'], 'COLOR': ['negro']}",HEADPHONE
